Report Id,Policy Regime,Financial period start date,Start date,End date,Filing date,Company,Company number,Qualifying contracts in reporting period,Payments made in reporting period,Qualifying construction contracts in reporting period,Construction contracts have retention clauses,Average time to pay,Total value invoices paid within 30 days,Total value invoices paid between 31 and 60 days,Total value invoices paid later than 60 days,% Invoices paid within 30 days,% Invoices paid between 31 and 60 days,% Invoices paid later than 60 days,Total value invoices paid later than agreed terms,% Invoices not paid within agreed terms,% Invoices not paid due to dispute,Shortest (or only) standard payment period,Longest standard payment period,Standard payment terms,Payment terms have changed,Suppliers notified of changes,Maximum contractual payment period,Maximum contractual payment period information,Other information payment terms,Retention clauses included in all construction contracts,Retention clauses included in standard payment terms,Retention clauses are used in specific circumstances,Description of specific circumstances for retention clauses,Retention clauses used above a specific sum,Value above which retention clauses are used,Retention clauses are at a standard rate,Retention clauses standard rate percentage,Retention clauses have parity with client,Description of parity policy,Retention clause money release description,Retention clause money release is staged,Description of stages for money release,Retention value compared to client retentions as %,Retention value compared to total payments as %,Dispute resolution process,Participates in payment codes,E-Invoicing offered,Supply-chain financing offered,Policy covers charges for remaining on supplier list,Charges have been made for remaining on supplier list,URL
396,Regime-1,None,7/1/2017,12/31/2017,1/26/2018,HAIN FROZEN FOODS UK LIMITED,05830980,TRUE,FALSE,FALSE,FALSE,45,,,,24,56,20,0,18,0,1,105,Standard payment terms are 45 days from the end of the month in which the invoice is dated,,,105,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"We strive to resolve any invoice/payment queries and disputes on a timely basis and, where possible, before payment is due. The Account Payable department, in conjunction with procurement and supply chain,  are responsible for dispute resolution. The Accounts Payable Department can be contacted by e-mail on accounts@haindaniels.com.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/396
397,Regime-1,None,7/1/2017,12/29/2017,1/26/2018,SUNRISE MEDICAL LIMITED,03570204,TRUE,FALSE,FALSE,FALSE,30,,,,51,41,8,0,56,0,7,,Standard terms 30 days from end of month,,,90,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,Complaints dealt with by Purchasing Department.,No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/397
398,Regime-1,None,7/2/2017,12/30/2017,1/26/2018,THE GO-AHEAD GROUP PLC,02100855,TRUE,FALSE,FALSE,FALSE,32,,,,61,34,5,0,27,0,7,60,"The Go-Ahead Group, an approved signatory of ""The Prompt Payment Code"", follow group policy and agree appropriate terms of payment with suppliers for each transaction or series of transactions, and abide by those terms once suppliers present a valid invoice. The company normally settles trade payables on 30 day terms and these invoices are paid in the week following their due date, however variations to these terms do exist based on agreements with certain suppliers. There have been no changes to the standard payment terms in the reporting period.",,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"The Go-Ahead Group is committed to paying our suppliers in an honest, prompt and professional manner while seeking best value for the business. We endeavour to resolve any invoice queries as quickly as possible, communication between the Accounts Payable team and the relevant supplier is instigated to resolve the matter. In the event that a dispute cannot be resolved by our accounts  team, it would be escalated to the Finance Service Manager who will investigate and mitigate the issue.",The Prompt Payment Code,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/398
399,Regime-1,None,7/2/2017,12/30/2017,1/26/2018,BRIGHTON & HOVE BUS AND COACH COMPANY LIMITED,00307468,TRUE,FALSE,FALSE,FALSE,35,,,,37,60,3,0,15,0,7,60,"Brighton & Hove Bus and Coach Company Limited, subsidiary company of The Go-Ahead Group, an approved signatory of ""The Prompt Payment Code"", follow group policy and agree appropriate terms of payment with suppliers for each transaction or series of transactions, and abide by those terms once suppliers present a valid invoice. The company normally settles trade payables on 30 day terms and these invoices are paid in the week following their due date, however variations to these terms do exist based on agreements with certain suppliers. There have been no changes to the standard payment terms in the reporting period.",,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Brighton & Hove Bus and Coach Company Limited is committed to paying our suppliers in an honest, prompt and professional manner while seeking best value for the business. We endeavour to resolve any invoice queries as quickly as possible, communication between the Accounts Payable team and the relevant supplier is instigated to resolve the matter. In the event that a dispute cannot be resolved by our accounts  team, it would be escalated to the Finance Service Manager who will investigate and mitigate the issue.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/399
400,Regime-1,None,7/2/2017,12/30/2017,1/26/2018,THE CITY OF OXFORD MOTOR SERVICES LIMITED,00091106,TRUE,FALSE,FALSE,FALSE,39,,,,34,61,5,0,12,0,7,60,"The City of Oxford Motor Services Limited, subsidiary company of The Go-Ahead Group, an approved signatory of ""The Prompt Payment Code"", follow group policy and agree appropriate terms of payment with suppliers for each transaction or series of transactions, and abide by those terms once suppliers present a valid invoice. The company normally settles trade payables on 30 day terms and these invoices are paid in the week following their due date, however variations to these terms do exist based on agreements with certain suppliers. There have been no changes to the standard payment terms in the reporting period.",,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"The City of Oxford Motor Services Limited is committed to paying our suppliers in an honest, prompt and professional manner while seeking best value for the business. We endeavour to resolve any invoice queries as quickly as possible, communication between the Accounts Payable team and the relevant supplier is instigated to resolve the matter. In the event that a dispute cannot be resolved by our accounts  team, it would be escalated to the Finance Service Manager who will investigate and mitigate the issue.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/400
401,Regime-1,None,7/2/2017,12/30/2017,1/26/2018,LONDON GENERAL TRANSPORT SERVICES LIMITED,02328489,TRUE,FALSE,FALSE,FALSE,41,,,,38,58,4,0,7,0,7,60,"London General Transport Services Limited, subsidiary company of The Go-Ahead Group, an approved signatory of ""The Prompt Payment Code"", follow group policy and agree appropriate terms of payment with suppliers for each transaction or series of transactions, and abide by those terms once suppliers present a valid invoice. The company normally settles trade payables on 30 day terms and these invoices are paid in the week following their due date, however variations to these terms do exist based on agreements with certain suppliers. There have been no changes to the standard payment terms in the reporting period.",,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"London General Transport Services Limited is committed to paying our suppliers in an honest, prompt and professional manner while seeking best value for the business. We endeavour to resolve any invoice queries as quickly as possible, communication between the Accounts Payable team and the relevant supplier is instigated to resolve the matter. In the event that a dispute cannot be resolved by our accounts  team, it would be escalated to the Financial Controller who will investigate and mitigate the issue.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/401
402,Regime-1,None,7/1/2017,12/31/2017,1/26/2018,DECHRA LIMITED,04513124,TRUE,FALSE,FALSE,FALSE,43,,,,25,63,12,0,73,0,1,60,30 days from invoice date.,,,60,Dechra Limited purchases from business with 60 day payment terms as their standard.,Dechra Limited pays its invoices on average within 43 days.  Due to our payment terms being based on number of days FROM invoice date and our payment cycle being twice a month we make payments late to these terms.  However our supplier base is happy with our payment processes.  We are currently reviewing our standard terms so they better reflect our payment practices.,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,Dechra Limited resolve payment disputes quickly and efficiently.  When an invoice is presented at Dechra Limited it should quote a purchase order reference.  In the case of a query on quantity or price the local purchasing team will contact the supplier directly by phone or email to reach resolution.,No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/402
403,Regime-1,None,7/2/2017,12/30/2017,1/26/2018,GO NORTH EAST LIMITED,02057284,TRUE,FALSE,FALSE,FALSE,39,,,,37,57,6,0,22,0,7,60,"Go North East Limited, subsidiary company of The Go-Ahead Group, an approved signatory of ""The Prompt Payment Code"", follow group policy and agree appropriate terms of payment with suppliers for each transaction or series of transactions, and abide by those terms once suppliers present a valid invoice. The company normally settles trade payables on 30 day terms and these invoices are paid in the week following their due date, however variations to these terms do exist based on agreements with certain suppliers. There have been no changes to the standard payment terms in the reporting period.",,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Go North East Limited is committed to paying our suppliers in an honest, prompt and professional manner while seeking best value for the business. We endeavour to resolve any invoice queries as quickly as possible, communication between the Accounts Payable team and the relevant supplier is instigated to resolve the matter. In the event that a dispute cannot be resolved by our accounts  team, it would be escalated to the Finance Service Manager who will investigate and mitigate the issue.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/403
404,Regime-1,None,7/2/2017,12/30/2017,1/26/2018,GO SOUTH COAST LIMITED,03949597,TRUE,FALSE,FALSE,FALSE,34,,,,39,58,3,0,17,0,7,60,"Go South Coast Limited, subsidiary company of The Go-Ahead Group, an approved signatory of ""The Prompt Payment Code"", follow group policy and agree appropriate terms of payment with suppliers for each transaction or series of transactions, and abide by those terms once suppliers present a valid invoice. The company normally settles trade payables on 30 day terms and these invoices are paid in the week following their due date, however variations to these terms do exist based on agreements with certain suppliers. There have been no changes to the standard payment terms in the reporting period.",,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Go South Coast Limited  is committed to paying our suppliers in an honest, prompt and professional manner while seeking best value for the business. We endeavour to resolve any invoice queries as quickly as possible, communication between the Accounts Payable team and the relevant supplier is instigated to resolve the matter. In the event that a dispute cannot be resolved by our accounts  team, it would be escalated to the Finance Service Manager who will investigate and mitigate the issue.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/404
405,Regime-1,None,7/1/2017,12/31/2017,1/26/2018,MANCHESTER UNITED FOOTBALL CLUB LIMITED,00095489,TRUE,FALSE,FALSE,FALSE,21,,,,94,5,1,0,4,0,30,60,Manchester United Football Club Limited has standard payment terms of within 60 days from date of invoice. There may be exceptions where contractually we have agreed a shorter payment term and these will apply on an individual basis as agreed.,,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"If you have a dispute regarding Payment from Manchester United, Please contact Purchase.Ledger@manutd.co.uk; We will aim to resolve your dispute within 10 working days. If the dispute has not been resolved satisfactorily you may escalate the dispute by writing to Legal & Business Affairs, Manchester United Football Club, Sir Matt Busby Way, Old Trafford, Manchester, M16 0RA.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/405
406,Regime-1,None,7/2/2017,12/30/2017,1/26/2018,LONDON & BIRMINGHAM RAILWAY LIMITED,05814584,TRUE,FALSE,FALSE,FALSE,42,,,,35,57,8,0,13,0,7,60,"London & Birmingham Railway Limited, subsidiary company of The Go-Ahead Group, an approved signatory of ""The Prompt Payment Code"", follow group policy and agree appropriate terms of payment with suppliers for each transaction or series of transactions, and abide by those terms once suppliers present a valid invoice. The company normally settles trade payables on 30 day terms and these invoices are paid in the week following their due date, however variations to these terms do exist based on agreements with certain suppliers. There have been no changes to the standard payment terms in the reporting period.",,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"London & Birmingham Railway Limited is committed to paying our suppliers in an honest, prompt and professional manner while seeking best value for the business. We endeavour to resolve any invoice queries as quickly as possible, communication between the Accounts Payable team and the relevant supplier is instigated to resolve the matter. In the event that a dispute cannot be resolved by our accounts  team, it would be escalated to the Financial Controller who will investigate and mitigate the issue.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/406
407,Regime-1,None,7/1/2017,12/31/2017,1/26/2018,BAKER & MCKENZIE SERVICES LIMITED,02922570,TRUE,FALSE,FALSE,FALSE,30,,,,77,15,8,0,23,0,0,30,"Unless specified otherwise, the Firm's standard payment terms of settlement are 30 days from the invoice date. The firm reserves the right to question invoices issued in relation to goods and services provided which are not aligned to the original instruction.",,,30,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,Any disputes will be dealt with by the appropriate Business manager and the accounts team. Any delays in settlement through no fault of the supplier will be escalated to the Chief Finance Officer for further review.,No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/407
408,Regime-1,None,7/2/2017,12/30/2017,1/26/2018,GOVIA THAMESLINK RAILWAY LIMITED,07934306,TRUE,FALSE,FALSE,FALSE,35,,,,58,37,5,0,11,0,0,,"Govia Thameslink Railway Limited, a subsidiary company of The Go-Ahead Group, an approved signatory of ""The Prompt Payment Code"", follows group policy and agrees appropriate terms of payment with suppliers for each transaction or series of transactions, and abides by those terms once suppliers present a valid invoice. The company normally settles trade payables at the end of the month following the month in which the invoice is presented and these invoices are paid in the week following their due date, however variations to these terms exist based on agreements with certain suppliers. There have been no changes to the standard payment terms in the reporting period.",,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"The Go-Ahead Group is committed to paying suppliers in an honest, prompt and professional manner while seeking best value for the business. We endeavour to resolve any invoice queries as quickly as possible, and communication between the Accounts Payable team and the relevant supplier is instigated to resolve the matter. In the event that a dispute cannot be resolved by our accounts team, it would be escalated to the Financial Controller who will investigate and mitigate the issue.

",The Prompt Payment Code,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/408
